LN_part1_000046|La parole est à Monsieur Frédéric Reiss, pour soutenir l’amendement numéro quatre-vingt un.|La parole est à Monsieur Frédéric Reiss, pour soutenir l’amendement numéro quatre-vingt un.
LN_part1_000047|Trois rixes ont, cette semaine, entraîné des violences graves.|Trois rixes ont, cette semaine, entraîné des violences graves.
LN_part1_000048|Ce qui est aussi un peu pénible, ce sont les mots utilisés dans ce débat.|Ce qui est aussi un peu pénible, ce sont les mots utilisés dans ce débat.
LN_part1_000049|Il n’empêche, il faut que nous avancions très clairement.|Il n’empêche, il faut que nous avancions très clairement.
LN_part1_000050|Ce soir, disons-lui adieu.|Ce soir, disons-lui adieu.
LN_part1_000051|J’ai toujours respecté mes collègues quand ils étaient dans l’opposition.|J’ai toujours respecté mes collègues quand ils étaient dans l’opposition.
LN_part1_000052|Au premier octobre deux mille douze soixante quinze pour cent l’étaient.|Au premier octobre deux mille douze soixante quinze pour cent l’étaient.
LN_part1_000053|Cela n’a nullement empêché son bon fonctionnement.|Cela n’a nullement empêché son bon fonctionnement.
LN_part1_000054|Le « deux poids, deux mesures », ce n’est plus possible.|Le « deux poids, deux mesures », ce n’est plus possible.
LN_part1_000055|Ce sont les textes en vigueur qui le disent.|Ce sont les textes en vigueur qui le disent.
LN_part1_000056|Vous fixez un seuil à mille deux cents euros.|Vous fixez un seuil à mille deux cents euros.
LN_part1_000057|Franchement, le débat serait d’assez médiocre qualité…|Franchement, le débat serait d’assez médiocre qualité…
LN_part1_000058|Cette disposition répond à l’objectif visé par l’article.|Cette disposition répond à l’objectif visé par l’article.
LN_part1_000059|Or, ceux-ci incluent la liberté du mariage.|Or, ceux-ci incluent la liberté du mariage.
LN_part1_000060|La parole est à Monsieur Philippe Bies, pour le groupe socialiste, républicain et citoyen.|La parole est à Monsieur Philippe Bies, pour le groupe socialiste, républicain et citoyen.
LN_part1_000061|Enfin, la façon dont a été mis en cause Bertrand Fragonard…|Enfin, la façon dont a été mis en cause Bertrand Fragonard…
LN_part1_000062|Quelle gabegie, madame la garde des sceaux !|Quelle gabegie, madame la garde des sceaux !
LN_part1_000063|Voilà quatre députés européens talentueux.|Voilà quatre députés européens talentueux.
LN_part1_000064|Il jouera un rôle strictement limité au conseil technique.|Il jouera un rôle strictement limité au conseil technique.
LN_part1_000065|Je partage votre avis selon lequel il n’y a jamais de certitude en la matière.|Je partage votre avis selon lequel il n’y a jamais de certitude en la matière.
LN_part1_000066|La durée proposée est de un à trois ans.|La durée proposée est de un à trois ans.
LN_part1_000067|Bravo à ceux qui ont rédigé cet article !|Bravo à ceux qui ont rédigé cet article !
LN_part1_000068|Nous ne croyons ni à la justice mécanique et automatique, ni à la justice à l’aveugle.|Nous ne croyons ni à la justice mécanique et automatique, ni à la justice à l’aveugle.
LN_part1_000069|Tout d’abord, examinons le contexte de la négociation.|Tout d’abord, examinons le contexte de la négociation.
LN_part1_000070|La seconde moitié du chemin reste à parcourir.|La seconde moitié du chemin reste à parcourir.
LN_part1_000071|En effet, le projet initial ne comportait que quatre articles consacrés aux outre-mer.|En effet, le projet initial ne comportait que quatre articles consacrés aux outre-mer.
LN_part1_000072|Eh bien, moi je l’ai sorti, et là aussi, nous jouons la transparence.|Eh bien, moi je l’ai sorti, et là aussi, nous jouons la transparence.
LN_part1_000073|La France est à l'arrêt, le chômage bat des records.|La France est à l'arrêt, le chômage bat des records.
LN_part1_000074|Certes, elle a bâti son argumentation sur son approche libérale…|Certes, elle a bâti son argumentation sur son approche libérale…
LN_part1_000075|La parole est à Madame Françoise Dubois.|La parole est à Madame Françoise Dubois.
LN_part1_000076|Je salue l’ensemble des collègues pour leur investissement sur ces questions.|Je salue l’ensemble des collègues pour leur investissement sur ces questions.
LN_part1_000077|Nous avons terminé la séance des questions au Gouvernement sur des sujets européens.|Nous avons terminé la séance des questions au Gouvernement sur des sujets européens.
LN_part1_000078|Suite à cela, l’assemblée plénière de la Cour de cassation est saisie.|Suite à cela, l’assemblée plénière de la Cour de cassation est saisie.
LN_part1_000079|Il s’agit de la procédure amiable.|Il s’agit de la procédure amiable.
LN_part1_000080|Neuf millions de personnes sont concernées par cela.|Neuf millions de personnes sont concernées par cela.
LN_part1_000081|Après Claude Goasguen, après Christian Jacob, je vous repose la question.|Après Claude Goasguen, après Christian Jacob, je vous repose la question.
LN_part1_000082|Cette réalité touche plus de trois virgule trois millions de nos compatriotes.|Cette réalité touche plus de trois virgule trois millions de nos compatriotes.
LN_part1_000083|Il s’agit de la sécurité de l’approvisionnement et du pavillon français.|Il s’agit de la sécurité de l’approvisionnement et du pavillon français.
LN_part1_000084|Et puis, j’ai un doute.|Et puis, j’ai un doute.
LN_part1_000085|Elle a porté cette bataille jusque devant le Conseil constitutionnel.|Elle a porté cette bataille jusque devant le Conseil constitutionnel.
LN_part1_000086|C’est surtout une formidable occasion de changer notre regard sur nos aînés.|C’est surtout une formidable occasion de changer notre regard sur nos aînés.
LN_part1_000087|Chers collègues, je suggère que chacun retrouve son calme.|Chers collègues, je suggère que chacun retrouve son calme.
LN_part1_000088|Je serai, de ce fait, plus bref lors de mes prochaines interventions.|Je serai, de ce fait, plus bref lors de mes prochaines interventions.
LN_part1_000089|Le délai de quinze jours l’est donc également.|Le délai de quinze jours l’est donc également.
LN_part1_000090|Taisez-vous, la droite !|Taisez-vous, la droite !
LN_part1_000091|Et j’ai plutôt senti dans vos propos une envie pressante de continuer ce débat.|Et j’ai plutôt senti dans vos propos une envie pressante de continuer ce débat.
LN_part1_000092|Les rôles et les droits de chacun doivent en effet être mieux encadrés.|Les rôles et les droits de chacun doivent en effet être mieux encadrés.
LN_part1_000093|Cela est dû au mode de scrutin parisien.|Cela est dû au mode de scrutin parisien.
LN_part1_000094|La parole est à Madame Sophie Ion.|La parole est à Madame Sophie Ion.
LN_part1_000095|Une telle décision choquera nos compatriotes.|Une telle décision choquera nos compatriotes.
LN_part1_000096|Deux de ces hypothèses risquées sont donc évacuées.|Deux de ces hypothèses risquées sont donc évacuées.
LN_part1_000097|C’est bien cela qui est en jeu, et qui est dangereux, avec ce changement de nom.|C’est bien cela qui est en jeu, et qui est dangereux, avec ce changement de nom.
LN_part1_000098|Désormais elle devra faire des avances à l’État et à la Sécurité sociale.|Désormais elle devra faire des avances à l’État et à la Sécurité sociale.
LN_part1_000099|Vous avez été la première à dire que les choses doivent se faire dans la collégialité.|Vous avez été la première à dire que les choses doivent se faire dans la collégialité.
LN_part1_0000100|Cela m’avait rendu fou !|Cela m’avait rendu fou !
LN_part1_0000101|Venons-en au projet de loi de ce jour.|Venons-en au projet de loi de ce jour.
LN_part1_0000102|C’est vous, monsieur Geoffroy.|C’est vous, monsieur Geoffroy.
LN_part1_0000103|Essayons donc de faire mieux.|Essayons donc de faire mieux.
LN_part1_0000104|La parole est à Monsieur Jean-Claude Mathis.|La parole est à Monsieur Jean-Claude Mathis.
LN_part1_0000105|Vous connaissez donc bien ces sujets.|Vous connaissez donc bien ces sujets.
LN_part1_0000106|Trois fois de suite, il a promis un doublement de l’apprentissage ! Trois fois oui.|Trois fois de suite, il a promis un doublement de l’apprentissage ! Trois fois oui.
LN_part1_0000107|J’articulerai mon propos autour de quatre idées.|J’articulerai mon propos autour de quatre idées.
LN_part1_0000108|Il ne relève que de l’affichage politicien.|Il ne relève que de l’affichage politicien.
LN_part1_0000109|Les caisses régionales d’épargne organisent, quant à elles, l’épargne.|Les caisses régionales d’épargne organisent, quant à elles, l’épargne.
LN_part1_0000110|Si un gouvernement ne faisait pas cela, ce serait tout de même assez pitoyable.|Si un gouvernement ne faisait pas cela, ce serait tout de même assez pitoyable.
LN_part1_0000111|Mon ton va changer un peu.|Mon ton va changer un peu.
LN_part1_0000112|Oui la France souffre, la France gronde.|Oui la France souffre, la France gronde.
LN_part1_0000113|Trois réflexions me semblent revenir sur ce sujet.|Trois réflexions me semblent revenir sur ce sujet.
LN_part1_0000114|Certains ici, comme Monsieur Dominique Lefebvre, ont participé aux débats.|Certains ici, comme Monsieur Dominique Lefebvre, ont participé aux débats.
LN_part1_0000115|Voilà donc un budget où les impôts sont alourdis.|Voilà donc un budget où les impôts sont alourdis.
LN_part1_0000116|Ce sujet préoccupe beaucoup les députés.|Ce sujet préoccupe beaucoup les députés.
LN_part1_0000117|Le Haut Conseil s’exprimera à partir de la loi de programmation.|Le Haut Conseil s’exprimera à partir de la loi de programmation.
LN_part1_0000118|Eh bien oui, nous avons besoin de nationaliser le débat.|Eh bien oui, nous avons besoin de nationaliser le débat.
LN_part1_0000119|À l’évidence, il faut au député européen un attachement local.|À l’évidence, il faut au député européen un attachement local.
LN_part1_0000120|Cette thèse des quotas relève du fantasme.|Cette thèse des quotas relève du fantasme.
LN_part1_0000121|Avec le mot « préfet », c’est votre deuxième gimmick.|Avec le mot « préfet », c’est votre deuxième gimmick.
LN_part1_0000122|La parole est à Monsieur Yves Albarello.|La parole est à Monsieur Yves Albarello.
LN_part1_0000123|Là aussi, on note plusieurs avancées.|Là aussi, on note plusieurs avancées.
LN_part1_0000124|Il n’empêche que, sur le fond, nos députés doivent être inscrits dans un territoire.|Il n’empêche que, sur le fond, nos députés doivent être inscrits dans un territoire.
LN_part1_0000125|Trois points m’ont paru intéressants.|Trois points m’ont paru intéressants.
LN_part1_0000126|Certains fonctionnent plus ou moins bien.|Certains fonctionnent plus ou moins bien.
LN_part1_0000127|Je lui dirai une chose très simple.|Je lui dirai une chose très simple.
LN_part1_0000128|On a parlé tout à l’heure des personnes handicapées et des seniors.|On a parlé tout à l’heure des personnes handicapées et des seniors.
LN_part1_0000129|Elle ne le lui impose pas.|Elle ne le lui impose pas.
LN_part1_0000130|Comment allons-nous le dénouer ?|Comment allons-nous le dénouer ?
LN_part1_0000131|Nous voterons donc ce collectif budgétaire.|Nous voterons donc ce collectif budgétaire.
LN_part1_0000132|La question reste donc entière.|La question reste donc entière.
LN_part1_0000133|C’est là-dessus que nous travaillerons.|C’est là-dessus que nous travaillerons.
LN_part1_0000134|Vous l’entendrez dès l’automne, croyez-moi !|Vous l’entendrez dès l’automne, croyez-moi !
LN_part1_0000135|Ces projets figurent en bonne place dans le listing de la loi Grenelle.|Ces projets figurent en bonne place dans le listing de la loi Grenelle.
LN_part1_0000136|On ose espérer que cette garantie pourra assez vite être levée.|On ose espérer que cette garantie pourra assez vite être levée.
LN_part1_0000137|Il ne s’agit pas d’un amalgame !|Il ne s’agit pas d’un amalgame !
LN_part1_0000138|L’hydroélectricité est, tout d’abord, une énergie à part.|L’hydroélectricité est, tout d’abord, une énergie à part.
LN_part1_0000139|Les gens du voyage sont libres de choisir un mode de vie nomade.|Les gens du voyage sont libres de choisir un mode de vie nomade.
LN_part1_0000140|L’ensemble des commissaires se sont réunis de nombreuses heures.|L’ensemble des commissaires se sont réunis de nombreuses heures.
LN_part1_0000141|Ces jeunes filles ont besoin d’un accompagnateur et d’une prévention.|Ces jeunes filles ont besoin d’un accompagnateur et d’une prévention.
LN_part1_0000142|Que peut-il ensuite advenir ?|Que peut-il ensuite advenir ?
LN_part1_0000143|S’agissant de la cohérence, je serai bref tant elle est évidente.|S’agissant de la cohérence, je serai bref tant elle est évidente.
LN_part1_0000144|La date du premier janvier deux mille quatorze est trop proche.|La date du premier janvier deux mille quatorze est trop proche.
LN_part1_0000145|Ce constructeur, c’est Toyota.|Ce constructeur, c’est Toyota.
LN_part1_0000146|La parole est à Monsieur Yves Foulon, pour soutenir l’amendement numéro six cents dix-neuf.|La parole est à Monsieur Yves Foulon, pour soutenir l’amendement numéro six cents dix-neuf.
LN_part1_0000147|J’ai été, à titre personnel, profondément marquée par deux faits.|J’ai été, à titre personnel, profondément marquée par deux faits.
LN_part1_0000148|Nous avons déjà eu de nombreuses alertes.|Nous avons déjà eu de nombreuses alertes.
LN_part1_0000149|Ils ont fait un travail formidable.|Ils ont fait un travail formidable.
LN_part1_0000150|Nous sommes prêts à nous aimer !|Nous sommes prêts à nous aimer !
LN_part1_0000151|Nous en sommes à trente mille chômeurs par mois.|Nous en sommes à trente mille chômeurs par mois.
LN_part1_0000152|Il s’agit d’une préoccupation centrale pour le Gouvernement, qui partage vos inquiétudes.|Il s’agit d’une préoccupation centrale pour le Gouvernement, qui partage vos inquiétudes.
LN_part1_0000153|La parole est à Monsieur Guy-Michel Chauveau.|La parole est à Monsieur Guy-Michel Chauveau.
LN_part1_0000154|Qui l’a lancé au plan européen ?|Qui l’a lancé au plan européen ?
LN_part1_0000155|Chacun est, bien entendu, favorable à la parité.|Chacun est, bien entendu, favorable à la parité.
LN_part1_0000156|J’insiste sur ce point.|J’insiste sur ce point.
LN_part1_0000157|A-t-elle changé le cours de l’histoire ?|A-t-elle changé le cours de l’histoire ?
LN_part1_0000158|Trois grands problèmes s’entremêlent, de nature politique, sécuritaire et humanitaire.|Trois grands problèmes s’entremêlent, de nature politique, sécuritaire et humanitaire.
LN_part1_0000159|Alors oui, le paquet neutre est une innovation nécessaire.|Alors oui, le paquet neutre est une innovation nécessaire.
LN_part1_0000160|Je m’en réjouis, monsieur le ministre.|Je m’en réjouis, monsieur le ministre.
LN_part1_0000161|Je le mets aux voix.|Je le mets aux voix.
LN_part1_0000162|En Chine, il y a un otage tout trouvé : c’est le vin.|En Chine, il y a un otage tout trouvé : c’est le vin.
LN_part1_0000163|Ainsi, dans le dossier libyen, le Maroc joue un rôle constructif.|Ainsi, dans le dossier libyen, le Maroc joue un rôle constructif.
LN_part1_0000164|La vraie difficulté tient au délai qui s’écoule.|La vraie difficulté tient au délai qui s’écoule.
LN_part1_0000165|Cela correspond à une vocation, vu la difficulté du travail à l’hôpital public.|Cela correspond à une vocation, vu la difficulté du travail à l’hôpital public.
LN_part1_0000166|Ce serait un véritable droit, fut-il un peu différé.|Ce serait un véritable droit, fut-il un peu différé.
LN_part1_0000167|Enfin, vous avez mentionné un agenda législatif trop rempli.|Enfin, vous avez mentionné un agenda législatif trop rempli.
LN_part1_0000168|Je reviens au sujet qui nous occupe.|Je reviens au sujet qui nous occupe.
LN_part1_0000169|Sur quelle base vous fondez-vous ?|Sur quelle base vous fondez-vous ?
LN_part1_0000170|Cela ne changera rien pour eux.|Cela ne changera rien pour eux.
LN_part1_0000171|Ou êtes-vous frappés d’amnésie ?|Ou êtes-vous frappés d’amnésie ?
LN_part1_0000172|C’est pareil pour l’énergie : on peut en profiter sans aller vers le gaspillage.|C’est pareil pour l’énergie : on peut en profiter sans aller vers le gaspillage.
LN_part1_0000173|Vous ne voulez pas entendre ce peuple, mais son indignation monte.|Vous ne voulez pas entendre ce peuple, mais son indignation monte.
LN_part1_0000174|Bien sûr, vous avez raison, il y a des lignes rouges, et nous les défendons aussi.|Bien sûr, vous avez raison, il y a des lignes rouges, et nous les défendons aussi.
LN_part1_0000175|Notre collègue Jean Launay l’a déjà défendu.|Notre collègue Jean Launay l’a déjà défendu.
LN_part1_0000176|Dieu merci, aujourd’hui je suis consciente que c’est un avantage.|Dieu merci, aujourd’hui je suis consciente que c’est un avantage.
LN_part1_0000177|Je sais que rien ne vous effraie, mais il n’empêche que les murs de Bercy sont hauts.|Je sais que rien ne vous effraie, mais il n’empêche que les murs de Bercy sont hauts.
LN_part1_0000178|Nous parlons ici de la hiérarchie des normes des documents d’urbanisme.|Nous parlons ici de la hiérarchie des normes des documents d’urbanisme.
LN_part1_0000179|Chacun y est appelé, mais dans l’équité.|Chacun y est appelé, mais dans l’équité.
LN_part1_0000180|Nombreuses et foisonnantes, toutes n’ont pu être reprises.|Nombreuses et foisonnantes, toutes n’ont pu être reprises.
LN_part1_0000181|Je le cite : il « reste donc la part équipement. »|Je le cite : il « reste donc la part équipement. »
LN_part1_0000182|La proposition de Jean-Claude Gaudin et de la mairie de Marseille est sans ambiguïté.|La proposition de Jean-Claude Gaudin et de la mairie de Marseille est sans ambiguïté.
LN_part1_0000183|Je propose donc, à travers cet amendement, de mettre les intermédiaires dans la boucle.|Je propose donc, à travers cet amendement, de mettre les intermédiaires dans la boucle.
LN_part1_0000184|Un certain nombre d’exemples ont été pris par notre collègue Gagnaire tout à l’heure.|Un certain nombre d’exemples ont été pris par notre collègue Gagnaire tout à l’heure.
LN_part1_0000185|Or cette campagne est fausse.|Or cette campagne est fausse.
LN_part1_0000186|La France mérite un tout autre projet.|La France mérite un tout autre projet.
LN_part1_0000187|Cette bataille est celle de toute une génération.|Cette bataille est celle de toute une génération.
LN_part1_0000188|La parole est à Monsieur Philippe Gomes, pour soutenir l'amendement numéro cent onze.|La parole est à Monsieur Philippe Gomes, pour soutenir l'amendement numéro cent onze.
LN_part1_0000189|Le hasard, ici, c’est la rencontre avec un harceleur…|Le hasard, ici, c’est la rencontre avec un harceleur…
LN_part1_0000190|Je vous le dis comme je le pense.|Je vous le dis comme je le pense.
LN_part1_0000191|Nous y viendrons en temps et en heure.|Nous y viendrons en temps et en heure.
LN_part1_0000192|Cette nouvelle tranche n’apporte strictement rien, bien au contraire.|Cette nouvelle tranche n’apporte strictement rien, bien au contraire.
LN_part1_0000193|Ce chemin, à mes yeux, mène au totalitarisme.|Ce chemin, à mes yeux, mène au totalitarisme.
LN_part1_0000194|C’est terminé, monsieur Gosselin.|C’est terminé, monsieur Gosselin.
LN_part1_0000195|Au fond, à quel cap vous fiez-vous en deux mille treize ?|Au fond, à quel cap vous fiez-vous en deux mille treize ?
LN_part1_0000196|Un point donnera automatiquement lieu à deux points.|Un point donnera automatiquement lieu à deux points.
LN_part1_0000197|Elle n’est pas assurée de la solidarité de ses voisins européens.|Elle n’est pas assurée de la solidarité de ses voisins européens.
LN_part1_0000198|Il faut donc travailler sur le sujet au niveau européen.|Il faut donc travailler sur le sujet au niveau européen.
LN_part1_0000199|Michel Sapin a participé à cette réunion.|Michel Sapin a participé à cette réunion.
LN_part1_0000200|Face à ces flux croissants d’étudiants et de chercheurs, les pays d’accueil s’organisent.|Face à ces flux croissants d’étudiants et de chercheurs, les pays d’accueil s’organisent.
LN_part1_0000201|De nos jours, les menaces se conjuguent.|De nos jours, les menaces se conjuguent.
LN_part1_0000202|Le concept de « co-éducation » me semble flou et ambigu.|Le concept de « co-éducation » me semble flou et ambigu.
LN_part1_0000203|C’est trop long, trop compliqué, trop cher.|C’est trop long, trop compliqué, trop cher.
LN_part1_0000204|Nous, nous en cherchons, parce que nous sommes responsables.|Nous, nous en cherchons, parce que nous sommes responsables.
LN_part1_0000205|En conséquence, l’amendement numéro trois cents cinquante neuf tombe.|En conséquence, l’amendement numéro trois cents cinquante neuf tombe.
LN_part1_0000206|Cet outre-mer est riche de ressources énergétiques douces.|Cet outre-mer est riche de ressources énergétiques douces.
LN_part1_0000207|Pour conclure, je veux vous livrer un témoignage.|Pour conclure, je veux vous livrer un témoignage.
LN_part1_0000208|Il est bon que nous ayons maintenant ce débat.|Il est bon que nous ayons maintenant ce débat.
LN_part1_0000209|C’est une méthode qu’il nous lègue.|C’est une méthode qu’il nous lègue.
LN_part1_0000210|Certains précédents ont montré que, parfois, ces procédés sont admis.|Certains précédents ont montré que, parfois, ces procédés sont admis.
LN_part1_0000211|Ces amendements ont été malheureusement rejetés.|Ces amendements ont été malheureusement rejetés.
LN_part1_0000212|Bien sûr, on rame depuis un an.|Bien sûr, on rame depuis un an.
LN_part1_0000213|Que voulez-vous encore, monsieur Gosselin ?|Que voulez-vous encore, monsieur Gosselin ?
LN_part1_0000214|Leurs initiatives sur le terrain seront soutenues.|Leurs initiatives sur le terrain seront soutenues.
LN_part1_0000215|Vous ne nous avez pas convaincus une seconde.|Vous ne nous avez pas convaincus une seconde.
LN_part1_0000216|Or nous allons parler en même temps du pouvoir réglementaire à l’échelon régional.|Or nous allons parler en même temps du pouvoir réglementaire à l’échelon régional.
LN_part1_0000217|La gauche leur propose des contrats et la droite leur impose des décrets.|La gauche leur propose des contrats et la droite leur impose des décrets.
LN_part1_0000218|Cela étant, il y a bien eu une séance de travail avec mon cabinet.|Cela étant, il y a bien eu une séance de travail avec mon cabinet.
LN_part1_0000219|Simplement, le Premier ministre, s’il l’estime utile, peut le communiquer.|Simplement, le Premier ministre, s’il l’estime utile, peut le communiquer.
LN_part1_0000220|Viendra un moment où il se posera des questions.|Viendra un moment où il se posera des questions.
LN_part1_0000221|Vous voulez aujourd’hui vous racheter une virginité…|Vous voulez aujourd’hui vous racheter une virginité…
LN_part1_0000222|C’est la même chose pour la dette.|C’est la même chose pour la dette.
LN_part1_0000223|Ainsi, à la Réunion, la compétence agricole relève du conseil général.|Ainsi, à la Réunion, la compétence agricole relève du conseil général.
LN_part1_0000224|Voulez-vous maintenir le statu quo ?|Voulez-vous maintenir le statu quo ?
LN_part1_0000225|La parole est à Monsieur Philippe Martin.|La parole est à Monsieur Philippe Martin.
LN_part1_0000226|C’est tout simplement une lutte pour la sauvegarde de notre civilisation.|C’est tout simplement une lutte pour la sauvegarde de notre civilisation.
LN_part1_0000227|Les personnes handicapées ont le droit à une retraite.|Les personnes handicapées ont le droit à une retraite.
LN_part1_0000228|D’autres mesures, dans ce texte, vont dans le sens de l’économie d’énergie.|D’autres mesures, dans ce texte, vont dans le sens de l’économie d’énergie.
LN_part1_0000229|La loi a quelques manques, que nous n’avons pas su résoudre.|La loi a quelques manques, que nous n’avons pas su résoudre.
LN_part1_0000230|La seconde proposition est de même nature.|La seconde proposition est de même nature.
LN_part1_0000231|C’est ce que nous faisons, notamment, en dialoguant avec les maires.|C’est ce que nous faisons, notamment, en dialoguant avec les maires.
LN_part1_0000232|Peu importe, il y aura sans doute des économies d’échelle dans cette grande région.|Peu importe, il y aura sans doute des économies d’échelle dans cette grande région.
LN_part1_0000233|Pourquoi en sommes-nous arrivés là ?|Pourquoi en sommes-nous arrivés là ?
LN_part1_0000234|Le monde change ; les distances ont été réduites par les nouveaux modes de transport.|Le monde change ; les distances ont été réduites par les nouveaux modes de transport.
LN_part1_0000235|Nous vous rejoignons donc sur ce point.|Nous vous rejoignons donc sur ce point.
LN_part1_0000236|Ce débat aura lieu : entamons-le un petit peu.|Ce débat aura lieu : entamons-le un petit peu.
LN_part1_0000237|Tout est donc à refaire.|Tout est donc à refaire.
LN_part1_0000238|Elle traitera certainement des évolutions du modèle sportif français.|Elle traitera certainement des évolutions du modèle sportif français.
LN_part1_0000239|Nous avons donc un problème majeur, lié à des décisions européennes.|Nous avons donc un problème majeur, lié à des décisions européennes.
LN_part1_0000240|Se pose enfin une difficulté supplémentaire.|Se pose enfin une difficulté supplémentaire.
LN_part1_0000241|Pour une raison simple : cela heurte le principe de réalité.|Pour une raison simple : cela heurte le principe de réalité.
LN_part1_0000242|À ce sujet, nous saluons le plan présenté il y a quinze jours par le Gouvernement.|À ce sujet, nous saluons le plan présenté il y a quinze jours par le Gouvernement.
LN_part1_0000243|Nous sommes également favorables à ce que le coût du diagnostic soit partagé.|Nous sommes également favorables à ce que le coût du diagnostic soit partagé.
LN_part1_0000244|Il n’y a eu ni renégociation, ni changement…|Il n’y a eu ni renégociation, ni changement…
